filename,total_characters,split
8447.txt,163213,train
36406.txt,1038998,train
52363.txt,431595,train
53145.txt,124446,train
5784.txt,108230,train
46934.txt,14897,train
41864.txt,437491,train
42889.txt,280817,train
25064.txt,172278,train
47874.txt,895747,train
24772.txt,135067,train
26031.txt,658092,train
43540.txt,472668,train
5601.txt,466320,train
4695.txt,141622,train
26158.txt,113413,train
30720.txt,818316,train
55065.txt,281467,train
52472.txt,164157,train
31610.txt,29161,train
56314.txt,153209,train
41454.txt,423153,train
55948.txt,129165,train
48584.txt,894176,train
3305.txt,41430,train
10465.txt,222777,train
11276.txt,702241,train
55129.txt,512864,train
53691.txt,286721,train
50224.txt,163603,train
1949.txt,43252,train
36339.txt,78724,train
31173.txt,335451,train
49392.txt,100452,train
46273.txt,126355,train
24765.txt,149155,train
45938.txt,424139,train
36439.txt,286043,train
1377.txt,742265,train
40243.txt,223967,train
42536.txt,517549,train
46219.txt,140121,train
52787.txt,316950,train
43187.txt,293316,train
37031.txt,375482,train
47017.txt,581883,train
58414.txt,64680,train
45951.txt,366441,train
49410.txt,529471,train
28179.txt,452195,train
40766.txt,153950,train
47705.txt,437015,train
2521.txt,68866,train
4449.txt,169202,train
43623.txt,111281,train
56758.txt,296789,train
57596.txt,173619,train
4336.txt,79653,train
24453.txt,80562,train
4454.txt,175281,train
48887.txt,331705,train
48959.txt,235525,train
24650.txt,317338,train
31520.txt,253875,train
2193.txt,273617,train
56721.txt,219409,train
4125.txt,695463,train
37687.txt,468063,train
1193.txt,127314,train
46930.txt,64944,train
29184.txt,464840,train
45654.txt,1571698,train
24839.txt,361495,train
36487.txt,283360,train
37156.txt,343258,train
19799.txt,15166,train
72.txt,268293,train
24599.txt,284594,train
54939.txt,164100,train
37347.txt,143451,train
6717.txt,254227,train
31165.txt,305774,train
4357.txt,174497,train
41186.txt,306536,train
39661.txt,308849,train
9154.txt,372603,train
10476.txt,537845,train
5239.txt,210332,train
49770.txt,179270,train
43537.txt,373211,train
51004.txt,88349,train
49701.txt,407481,train
9993.txt,480760,train
24971.txt,495476,train
33542.txt,307303,train
37664.txt,505220,train
43627.txt,667563,train
31895.txt,419752,train
46708.txt,524066,train
42168.txt,273761,train
51368.txt,537607,train
36577.txt,403814,train
54241.txt,163523,train
38184.txt,217503,train
35680.txt,362103,train
37882.txt,110041,train
53353.txt,1673730,train
33001.txt,176618,train
32693.txt,400252,train
45341.txt,525589,train
8869.txt,306902,train
26098.txt,399347,train
44228.txt,269171,train
46697.txt,431817,train
54663.txt,33412,train
47222.txt,513069,train
57894.txt,74832,train
36734.txt,1422524,train
56621.txt,536470,train
19385.txt,391075,train
50970.txt,295932,train
49121.txt,376593,train
34029.txt,41112,train
10467.txt,653803,train
26494.txt,108678,train
41516.txt,523187,train
48533.txt,43947,train
39341.txt,937372,train
46170.txt,593923,train
24482.txt,87893,train
2755.txt,82332,train
49787.txt,335563,train
25268.txt,101967,train
45192.txt,296764,train
37910.txt,727557,train
30941.txt,1038729,train
1146.txt,251365,train
25042.txt,109794,train
24405.txt,181968,train
26674.txt,136507,train
7886.txt,308714,train
7717.txt,132814,train
28775.txt,267205,train
3371.txt,224054,train
40622.txt,290983,train
44276.txt,201580,train
30962.txt,83390,train
38591.txt,595284,train
47614.txt,164332,train
58385.txt,74376,train
10711.txt,73005,train
40075.txt,635148,train
1206.txt,230453,train
50097.txt,152076,train
5134.txt,195942,train
4629.txt,256591,train
3487.txt,39247,train
3374.txt,2163843,train
2986.txt,462501,train
37754.txt,235027,train
42289.txt,78025,train
35051.txt,25649,train
3987.txt,149044,train
9873.txt,366874,train
32957.txt,150379,train
9667.txt,573977,train
34358.txt,136566,train
43382.txt,96778,train
41487.txt,407186,train
40757.txt,26017,train
46167.txt,621427,train
15369.txt,307258,train
58655.txt,342074,train
34816.txt,55970,train
4465.txt,206948,train
55739.txt,237634,train
3241.txt,699266,train
44466.txt,18464,train
11704.txt,70512,train
54119.txt,147742,train
31251.txt,154655,train
36870.txt,14438,train
53135.txt,11650,train
46057.txt,480467,train
42333.txt,392341,train
33309.txt,229271,train
30672.txt,208039,train
38063.txt,228246,train
35391.txt,504458,train
3720.txt,47902,train
952.txt,226039,train
3529.txt,290756,train
2113.txt,360795,train
33361.txt,220790,train
34537.txt,567550,train
39915.txt,493747,train
4183.txt,78681,train
28563.txt,151126,train
4032.txt,837932,train
27812.txt,112488,train
45307.txt,482917,train
36237.txt,492285,train
9886.txt,399510,train
53776.txt,13071,train
57321.txt,503544,train
44503.txt,268313,train
36522.txt,559823,train
53084.txt,350367,train
4453.txt,180456,train
51369.txt,660956,train
41216.txt,22122,train
14889.txt,294003,train
30547.txt,86427,train
56989.txt,1203003,train
31719.txt,297235,train
57469.txt,68913,train
42027.txt,873345,train
412.txt,36870,train
41485.txt,869629,train
38953.txt,344578,train
2044.txt,1024554,train
47462.txt,234508,train
36791.txt,309773,train
27999.txt,262659,train
40727.txt,396417,train
41757.txt,574781,train
26706.txt,1723130,train
41222.txt,337957,train
36345.txt,541265,train
46060.txt,21509,train
3835.txt,570549,train
47090.txt,99163,train
25416.txt,46587,train
13254.txt,434675,train
44854.txt,290672,train
25136.txt,489856,train
45893.txt,19859,train
58411.txt,915084,train
25786.txt,247579,train
48055.txt,161264,train
24527.txt,1700175,train
4468.txt,186653,train
43468.txt,883097,train
39265.txt,334190,train
4724.txt,205929,train
58421.txt,701714,train
54088.txt,297619,train
1158.txt,382618,train
24805.txt,143169,train
56564.txt,350339,train
31681.txt,819370,train
27337.txt,347139,train
52685.txt,757704,train
36583.txt,849256,train
25449.txt,507613,train
35995.txt,606624,train
35961.txt,108232,train
56489.txt,907617,train
28311.txt,92525,train
8772.txt,96999,train
22609.txt,500293,train
12214.txt,25118,train
43873.txt,182547,train
53611.txt,433377,train
47693.txt,768882,train
54699.txt,108667,train
38828.txt,748117,train
3139.txt,615948,train
1616.txt,299967,train
45206.txt,682957,train
55387.txt,120994,train
33123.txt,141513,train
2888.txt,196937,train
51820.txt,263366,train
4219.txt,719897,train
29172.txt,458685,train
31593.txt,529114,train
26451.txt,335549,train
1374.txt,144152,train
29969.txt,100088,train
7363.txt,208798,train
37615.txt,613035,train
46446.txt,1782449,train
52154.txt,1019548,train
44231.txt,568825,train
28766.txt,380088,train
49704.txt,277224,train
29058.txt,213652,train
54269.txt,35426,train
35648.txt,223570,train
54991.txt,123526,train
26954.txt,259634,train
10977.txt,316176,train
40405.txt,264873,train
56242.txt,341224,train
44870.txt,62136,train
4070.txt,165497,train
15924.txt,160262,train
7083.txt,638943,train
25653.txt,68000,train
53130.txt,200924,train
38104.txt,199706,train
3907.txt,180959,train
52077.txt,868876,train
44578.txt,1931190,train
47245.txt,789764,train
40073.txt,393078,train
45292.txt,16345,train
25469.txt,45846,train
29541.txt,379611,train
47004.txt,393416,train
54974.txt,426335,train
11012.txt,280762,train
51785.txt,103628,train
30205.txt,75790,train
45815.txt,496469,train
7438.txt,290859,train
6159.txt,337829,train
38793.txt,174990,train
50953.txt,398002,train
32938.txt,1800121,train
8503.txt,718527,train
26417.txt,440325,train
35214.txt,502111,train
29630.txt,212984,train
56397.txt,595986,train
6977.txt,134281,train
44115.txt,394436,train
43166.txt,45260,train
52637.txt,240084,train
30931.txt,359816,train
29265.txt,1020907,train
34097.txt,229524,train
41071.txt,589007,train
13514.txt,640918,train
33140.txt,153189,train
36989.txt,103173,train
11177.txt,101056,train
9052.txt,900119,train
24560.txt,68828,train
27125.txt,58170,train
45072.txt,13199,train
39614.txt,150724,train
27435.txt,729571,train
42718.txt,18852,train
45249.txt,1386081,train
2495.txt,287594,train
35175.txt,289032,train
30502.txt,236762,train
57116.txt,279627,train
37552.txt,145887,train
38427.txt,1203352,train
44801.txt,22682,train
24735.txt,303156,train
55775.txt,570737,train
30498.txt,244538,train
32611.txt,92426,train
46590.txt,367001,train
55225.txt,734603,train
35523.txt,598919,train
10637.txt,366775,train
1937.txt,347582,train
44432.txt,10639,train
1658.txt,232979,train
34598.txt,1149941,train
2668.txt,301578,train
54864.txt,291860,train
31828.txt,370642,train
57738.txt,454023,train
29115.txt,88954,train
3282.txt,509684,train
25496.txt,367372,train
9984.txt,463607,train
27405.txt,14910,train
27160.txt,686542,train
1266.txt,266906,train
53509.txt,1056508,train
6446.txt,842014,train
37496.txt,144295,train
47146.txt,137738,train
36610.txt,251269,train
33519.txt,334628,train
56831.txt,210393,train
23449.txt,164621,train
36084.txt,321402,train
53794.txt,129361,train
55918.txt,401071,train
42678.txt,45502,train
56783.txt,30798,train
27066.txt,40032,train
48937.txt,512105,train
44800.txt,113553,train
31902.txt,939556,train
38351.txt,86107,train
6114.txt,227216,train
24376.txt,712575,train
30420.txt,336668,train
42708.txt,1258526,train
49488.txt,698240,train
31421.txt,347367,train
49162.txt,250971,train
10765.txt,557046,train
5472.txt,593795,train
41858.txt,372513,train
35337.txt,200707,train
45102.txt,598285,train
48039.txt,647519,train
16834.txt,464354,train
44649.txt,439633,train
54155.txt,67409,train
38266.txt,582866,train
43112.txt,196021,train
7787.txt,583077,train
57072.txt,298653,train
9334.txt,1852513,train
35515.txt,31559,train
36384.txt,607458,train
57066.txt,386479,train
57069.txt,171716,train
4120.txt,87937,train
39813.txt,634803,train
46449.txt,470268,train
29564.txt,480072,train
45037.txt,366280,train
45856.txt,362127,train
44979.txt,412277,train
52329.txt,21607,train
8196.txt,417501,train
36079.txt,521519,train
35278.txt,313924,train
55285.txt,102270,train
36611.txt,7018,train
55865.txt,179371,train
9749.txt,424019,train
45020.txt,99495,train
1036.txt,445404,train
38687.txt,829991,train
33237.txt,172438,train
58849.txt,515081,train
35055.txt,542536,train
50401.txt,1147056,train
30854.txt,244179,train
6011.txt,707985,train
43366.txt,715678,train
42000.txt,347660,train
46722.txt,930408,train
48872.txt,359355,train
19396.txt,637334,train
10031.txt,378770,train
2702.txt,466905,train
8424.txt,946329,train
7250.txt,63364,train
58451.txt,407695,train
1353.txt,592463,train
31193.txt,92763,train
5907.txt,32708,train
56763.txt,348796,train
55685.txt,614912,train
596.txt,67315,train
36481.txt,320794,train
54259.txt,470639,train
28547.txt,104404,train
53172.txt,677613,train
50685.txt,806940,train
45415.txt,410117,train
42607.txt,142995,train
48019.txt,276917,train
20769.txt,151632,train
33076.txt,72596,train
1376.txt,350821,train
122.txt,782670,train
55310.txt,205562,train
51708.txt,187891,train
15664.txt,154252,train
47738.txt,461194,train
2914.txt,94552,train
22714.txt,36314,train
11174.txt,215252,train
4922.txt,384556,train
26716.txt,1775386,train
49349.txt,25638,train
41395.txt,794286,train
35571.txt,365783,train
56406.txt,317820,train
50376.txt,62421,train
51418.txt,458935,train
32917.txt,609677,train
35719.txt,393376,train
2059.txt,496028,train
24986.txt,216782,train
2771.txt,397222,train
2175.txt,201440,train
43620.txt,405788,train
34344.txt,1271195,train
33226.txt,446502,train
9796.txt,496617,train
47773.txt,215516,train
52949.txt,474815,train
35714.txt,20126,train
4550.txt,202312,train
43084.txt,1030377,train
42445.txt,671007,train
2008.txt,157094,train
36311.txt,273419,train
49944.txt,621240,train
22204.txt,171266,train
38994.txt,282547,train
43225.txt,527292,train
8435.txt,338770,train
29370.txt,670179,train
39893.txt,458265,train
1254.txt,215717,train
8846.txt,51081,train
2267.txt,166854,train
58503.txt,531294,train
10805.txt,66708,train
57586.txt,768301,train
35122.txt,105785,train
44806.txt,76876,train
11385.txt,233141,train
54539.txt,484510,train
23034.txt,927077,train
33366.txt,61930,train
47191.txt,215569,train
26831.txt,26005,train
4627.txt,978453,train
57864.txt,785876,train
49831.txt,192151,train
10692.txt,1021651,train
57476.txt,232501,train
37659.txt,444189,train
32762.txt,257988,train
49766.txt,260822,train
4039.txt,311553,train
57713.txt,2514613,train
38128.txt,577086,train
26490.txt,1041358,train
1237.txt,571280,train
2581.txt,934127,train
43214.txt,228163,train
547.txt,669693,train
3138.txt,141797,train
57312.txt,568071,train
55019.txt,208904,train
52143.txt,158078,train
52803.txt,73411,train
51956.txt,283669,train
58340.txt,595180,train
53368.txt,103110,train
2025.txt,221380,train
6936.txt,123906,train
28612.txt,431024,train
28116.txt,551021,train
1629.txt,664561,train
8406.txt,471594,train
54955.txt,854428,train
58.txt,97727,train
42893.txt,177505,train
40464.txt,481763,train
43618.txt,204317,train
5926.txt,34465,train
2490.txt,34727,train
4440.txt,140166,train
44526.txt,2462410,train
39130.txt,141908,train
42363.txt,318422,train
54320.txt,2368,train
32320.txt,193837,train
28214.txt,147653,train
43119.txt,304465,train
39968.txt,158794,train
47116.txt,679114,train
2713.txt,183808,train
35271.txt,822974,train
45852.txt,202448,train
34277.txt,448558,train
43116.txt,1244938,train
32294.txt,537061,train
45625.txt,106110,train
48078.txt,432621,train
58200.txt,369683,train
12522.txt,24369,train
46328.txt,463555,train
46415.txt,747360,train
9081.txt,471764,train
4293.txt,80034,train
40726.txt,236907,train
51580.txt,258109,train
32888.txt,536504,train
30791.txt,447343,train
4379.txt,558004,train
2382.txt,84775,train
10958.txt,280163,train
10063.txt,118207,train
40001.txt,246048,train
38620.txt,152192,train
33523.txt,42975,train
34865.txt,219309,train
39054.txt,522933,train
34866.txt,284582,train
51390.txt,178129,train
54530.txt,3898,train
46028.txt,194226,train
41759.txt,729305,train
25857.txt,358042,train
4084.txt,1855978,train
33259.txt,127554,train
46476.txt,178093,train
48648.txt,132626,train
42941.txt,481811,train
46401.txt,493805,train
50534.txt,167194,train
58018.txt,31986,train
47721.txt,355777,train
53491.txt,224920,train
10777.txt,114119,train
53224.txt,781764,train
5980.txt,698119,train
27012.txt,429261,train
53762.txt,174775,train
44819.txt,465470,train
38830.txt,333477,train
38616.txt,28021,train
29352.txt,569527,train
46493.txt,800551,train
56911.txt,534740,train
8851.txt,2221,train
41589.txt,274630,train
54065.txt,173310,train
51879.txt,658578,train
42108.txt,972779,train
10024.txt,278998,train
52195.txt,367061,train
10013.txt,113313,train
33747.txt,430461,train
46313.txt,498688,train
28342.txt,530553,train
57397.txt,48982,train
42825.txt,602678,train
55141.txt,209243,train
5911.txt,108203,train
41914.txt,392671,train
41233.txt,1183106,train
5810.txt,139035,train
45160.txt,819175,train
38559.txt,619164,train
4795.txt,222654,train
47894.txt,22989,train
34974.txt,152250,train
39135.txt,152238,train
39194.txt,422384,train
7222.txt,221353,train
27975.txt,266098,train
42327.txt,164185,train
41983.txt,2531195,train
4348.txt,576810,train
38992.txt,177879,train
10963.txt,498068,train
5808.txt,158976,train
21929.txt,366474,train
41089.txt,442515,train
42907.txt,224302,train
30802.txt,998217,train
51847.txt,145028,train
42127.txt,164727,train
720.txt,354881,train
48510.txt,300984,train
41179.txt,187038,train
54114.txt,209874,train
43477.txt,266290,train
55688.txt,543101,train
423.txt,375600,train
44685.txt,1063685,train
7743.txt,83900,train
28314.txt,604354,train
36047.txt,478662,train
10809.txt,446658,train
56133.txt,351084,train
2124.txt,292566,train
7927.txt,1066092,train
57905.txt,155628,train
38813.txt,125323,train
43425.txt,137790,train
53802.txt,388049,train
55966.txt,732100,train
49434.txt,629846,train
28897.txt,1388943,train
47661.txt,487930,train
1877.txt,234522,train
38419.txt,294143,train
42797.txt,172424,train
3659.txt,584160,train
42679.txt,41144,train
24918.txt,435711,train
3923.txt,168110,train
48538.txt,97012,train
48849.txt,323381,train
35242.txt,149693,train
42817.txt,1815793,train
45602.txt,406411,train
44371.txt,305542,train
53065.txt,156996,train
54850.txt,149233,train
49194.txt,260323,train
55121.txt,304651,train
55076.txt,508626,train
9328.txt,1147916,train
37277.txt,617705,train
37197.txt,99791,train
46092.txt,460419,train
8879.txt,917070,train
55457.txt,272368,train
34779.txt,342128,train
4327.txt,880992,train
1825.txt,78692,train
45824.txt,205213,train
432.txt,911210,train
56263.txt,263503,train
49477.txt,25056,train
52113.txt,378107,train
